Row.names,baseMean.x,log2FoldChange.x,lfcSE.x,stat.x,pvalue.x,padj.x,baseMean.y,log2FoldChange.y,lfcSE.y,stat.y,pvalue.y,padj.y
FBgn0036764,1004.197717,2.611237938,0.336135482,7.768409094,7.95E-15,3.11E-13,1004.197717,2.118092228,0.336381617,6.296694345,3.04E-10,6.18E-09
FBgn0037012,554.837747,3.433394091,0.516412725,6.648546651,2.96E-11,7.88E-10,554.837747,4.5823934,0.515294194,8.892771266,5.96E-19,3.56E-17
FBgn0037046,55.90405466,1.555204141,0.469887612,3.309736418,0.000933839,0.005316933,55.90405466,1.898460323,0.464484524,4.087241286,4.37E-05,0.000358029
FBgn0037126,233.1257365,2.342840409,0.209743537,11.17002432,5.72E-29,9.95E-27,233.1257365,3.255605504,0.205715539,15.82576367,2.07E-56,1.71E-53
FBgn0037424,82.90536273,5.823725657,0.711341279,8.186964302,2.68E-16,1.31E-14,82.90536273,2.05035248,0.744177875,2.7551914,0.005865781,0.024792168
FBgn0037487,544.2121152,4.479902232,0.32394137,13.82936127,1.70E-43,7.31E-41,544.2121152,3.385962772,0.324818489,10.42416884,1.92E-25,2.01E-23
FBgn0037796,4240.971685,1.551866397,0.146060798,10.6247975,2.29E-26,2.87E-24,4240.971685,2.461025163,0.145764112,16.8836151,5.94E-64,7.37E-61
FBgn0037934,138.7193585,7.877242161,1.390361278,5.665608132,1.47E-08,2.59E-07,138.7193585,5.347306838,1.401839339,3.814493352,0.000136463,0.000992128
FBgn0038088,377.2316656,2.563329416,0.474534137,5.401780855,6.60E-08,1.04E-06,377.2316656,2.999400531,0.473804433,6.330461104,2.44E-10,5.04E-09
FBgn0038419,178.3331021,4.023619131,0.32110811,12.5304189,5.09E-36,1.49E-33,178.3331021,4.110638309,0.320384972,12.83030938,1.11E-37,2.98E-35
FBgn0038455,555.1438951,2.651259916,0.509861497,5.199961029,1.99E-07,2.88E-06,555.1438951,1.836215557,0.511031653,3.593154253,0.000326699,0.002145706
FBgn0038465,83.49708427,1.810043518,0.729452965,2.481371117,0.013087803,0.046370353,83.49708427,1.832315148,0.728500468,2.515187332,0.011896915,0.044368653
FBgn0038727,496.127413,2.380543943,0.241506213,9.857071243,6.39E-23,5.93E-21,496.127413,1.926057696,0.241974077,7.959768755,1.72E-15,7.14E-14
FBgn0038804,340.6333729,2.246846513,0.193487546,11.61235726,3.57E-31,7.22E-29,340.6333729,1.507896295,0.194937137,7.735295166,1.03E-14,3.81E-13
FBgn0038919,1891.489624,3.272829157,0.197819215,16.54454625,1.75E-61,1.74E-58,1891.489624,2.690813336,0.198033473,13.58766925,4.74E-42,1.57E-39
FBgn0038957,332.6498711,5.637790435,0.386599771,14.58301546,3.60E-48,2.10E-45,332.6498711,4.878302442,0.387267717,12.59671856,2.20E-36,5.60E-34
FBgn0038958,69.29028554,5.202937753,0.844431524,6.161467931,7.21E-10,1.58E-08,69.29028554,6.86744293,0.839547784,8.179930986,2.84E-16,1.28E-14
FBgn0039118,183.7104909,1.408534782,0.305215194,4.614890778,3.93E-06,4.28E-05,183.7104909,2.806534722,0.298763863,9.393822574,5.79E-21,4.22E-19
FBgn0039226,650.7269825,4.012956333,0.278532675,14.40748858,4.64E-47,2.30E-44,650.7269825,5.001750789,0.27725091,18.04052074,9.37E-73,1.55E-69
FBgn0039415,129.6843855,3.399163828,0.628434941,5.408935124,6.34E-08,1.00E-06,129.6843855,1.794149243,0.634545753,2.827454498,0.004691968,0.020824281
FBgn0039464,946.2559866,4.029004886,0.514725178,7.827487487,4.98E-15,2.00E-13,946.2559866,4.403436404,0.514368539,8.560858746,1.12E-17,5.85E-16
FBgn0039494,273.9509979,1.575974116,0.234710667,6.714539812,1.89E-11,5.23E-10,273.9509979,1.50411694,0.234203583,6.422262711,1.34E-10,2.89E-09
FBgn0039821,71.35399831,5.805532755,0.637499347,9.10672738,8.49E-20,6.43E-18,71.35399831,3.870765827,0.644640293,6.004535972,1.92E-09,3.44E-08
FBgn0040496,1802.366243,2.959511216,0.241315929,12.26405249,1.41E-34,3.69E-32,1802.366243,2.558341461,0.241423406,10.59690732,3.08E-26,3.51E-24
FBgn0040532,79.20194579,5.171348403,0.719680101,7.185620943,6.69E-13,2.11E-11,79.20194579,4.407170098,0.721193351,6.110941109,9.90E-10,1.88E-08
FBgn0040600,101.0933043,1.774898957,0.332888341,5.331814716,9.72E-08,1.47E-06,101.0933043,2.77401053,0.326066276,8.507505178,1.78E-17,9.04E-16
FBgn0040817,569.6909517,1.811208702,0.287545091,6.298868442,3.00E-10,6.95E-09,569.6909517,3.029609159,0.286173713,10.58660883,3.44E-26,3.88E-24
FBgn0041184,4084.680105,1.71446461,0.280982247,6.10168303,1.05E-09,2.22E-08,4084.680105,1.497041881,0.280986865,5.327800222,9.94E-08,1.36E-06
FBgn0043841,3085.813837,2.742323728,0.412253249,6.65203666,2.89E-11,7.73E-10,3085.813837,2.877011221,0.412190634,6.97980736,2.96E-12,7.72E-11
FBgn0050035,764.9955923,3.625206746,0.495535397,7.315737212,2.56E-13,8.38E-12,764.9955923,2.439942017,0.496356169,4.91570805,8.85E-07,1.03E-05
FBgn0051098,139.8592733,3.114629917,0.352973112,8.823986325,1.10E-18,7.26E-17,139.8592733,4.741582593,0.344677999,13.75655715,4.65E-43,1.65E-40
FBgn0051370,156.7607799,3.114903666,0.36908662,8.439492244,3.19E-17,1.77E-15,156.7607799,3.6146645,0.366991139,9.849459885,6.89E-23,5.95E-21
FBgn0051781,263.6780859,4.645119324,0.436581585,10.63975093,1.95E-26,2.51E-24,263.6780859,2.760754713,0.441610639,6.251558424,4.06E-10,8.13E-09
FBgn0051869,4109.118064,2.093280627,0.265561028,7.882484277,3.21E-15,1.32E-13,4109.118064,2.064322757,0.265530211,7.774342317,7.58E-15,2.88E-13
